WR2000_N900,170.11576778469316
WR2000_N1100,168.2723929193935
WR2000_N1300,166.07404351889136
WR2000_N1500,164.3023891261755
WR2000_N1700,155.47007957778874
WR4000_N900,191.33204812985196
WR4000_N1100,190.83938842479438
WR4000_N1300,189.86558625169891
WR4000_N1500,190.6222957943737
WR4000_N1700,188.787227837126
WR4000_N1900,188.39039511703277
WR4000_N2100,188.3693255802109
WR4000_N2300,187.36921808762781
WR4000_N2500,186.53167395691844
WR4000_N2700,184.9658840694583
WR4000_N2900,182.24977522994232
WR4000_N3100,181.64205437552982
WR4000_N3300,177.52273235288385
WR4000_N3500,174.49004823215773
WR4000_N3700,162.77815399034353
WR6000_N900,215.19067157401514
WR6000_N1100,216.52178396095042
WR6000_N1300,215.30046581561965
WR6000_N1500,217.5829526405796
WR6000_N1700,213.525385481983
WR6000_N1900,215.70889844215617
WR6000_N2100,214.53348027164793
WR6000_N2300,214.09335924047082
WR6000_N2500,213.4410211188915
WR6000_N2700,214.48896355612487
WR6000_N2900,211.48459743400417
WR6000_N3100,212.49905620666505
WR6000_N3300,211.38980045838434
WR6000_N3500,212.068034225058
WR6000_N3700,209.37930749566567
WR6000_N3900,208.89619616470554
WR6000_N4100,206.5600705433917
WR6000_N4300,205.68871699315787
WR6000_N4500,204.18417510579638
WR6000_N4700,205.05887354796323
WR6000_N4900,202.35543037268326
WR6000_N5100,200.92407990920947
WR6000_N5300,197.12522227319005
WR6000_N5500,191.6554715035154
WR6000_N5700,195.7338454029532
